Review ID,Positive Restaurant Keywords,Negative Restaurant Keywords,Dish 1 Name,Dish 1 Keywords,Dish 2 Name,Dish 2 Keywords,Dish 3 Name,Dish 3 Keywords,Dish 4 Name,Dish 4 Keywords,Dish 5 Name,Dish 5 Keywords
1109,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1110,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1110,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1111,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1111,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1112,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1112,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1113,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1113,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1114,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1114,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1115,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1115,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1116,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1116,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1117,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1117,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1118,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1118,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1119,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1119,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1120,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1120,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1121,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1121,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1122,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1122,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1123,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1123,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1124,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1124,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1125,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1125,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1126,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1126,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1127,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1127,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1128,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1128,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1129,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1129,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1130,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1130,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1131,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1131,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1132,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1132,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1133,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1133,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1134,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1134,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1135,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1135,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1136,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1136,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1137,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1137,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1138,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1138,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1139,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1139,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1140,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1140,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1141,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1142,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1143,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1144,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1145,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1146,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1147,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1148,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1149,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1150,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1151,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1152,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1153,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1154,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1155,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1156,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1157,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1158,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1159,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1160,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1161,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1162,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1163,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1164,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1165,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1166,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1167,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1168,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1169,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1170,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1171,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1172,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1173,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1174,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1175,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1176,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1177,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1178,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1179,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1180,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1181,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1182,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1183,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1184,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1185,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1186,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1187,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1188,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1189,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1190,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1191,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1192,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1193,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1194,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1195,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1196,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1197,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1198,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1199,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1200,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
